MES,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,O.P. NÚMERO,REFERENCIA,DESC. ITEM,DETALLE EXT. 1,DESC. NORMAL DETALLE EXT. 1,DESC. DETALLE EXT. 2,CANT. COMPLETA,FECHA CREACION,DESC. OPERACION
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000113,ST0004582                                         ,BLUSA M3/4 CON ESCOTE EN V Y JARETA,11-0602             ,MARFIL,T-M,647,2026-05-05,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000113,ST0004582                                         ,BLUSA M3/4 CON ESCOTE EN V Y JARETA,11-0602             ,MARFIL,T-S,479,2026-05-05,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000113,ST0004582                                         ,BLUSA M3/4 CON ESCOTE EN V Y JARETA,11-0602             ,MARFIL,T-XL,309,2026-05-05,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000113,ST0004582                                         ,BLUSA M3/4 CON ESCOTE EN V Y JARETA,11-0602             ,MARFIL,T-XS,169,2026-05-05,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000115,ST0004578                                         ,BODY ML DRAPEADO FRENTE,11-0601             ,BLANCO,T-L,253,2026-05-19,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000115,ST0004578                                         ,BODY ML DRAPEADO FRENTE,11-0601             ,BLANCO,T-M,362,2026-05-19,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000115,ST0004578                                         ,BODY ML DRAPEADO FRENTE,11-0601             ,BLANCO,T-S,272,2026-05-19,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000115,ST0004578                                         ,BODY ML DRAPEADO FRENTE,11-0601             ,BLANCO,T-XL,175,2026-05-19,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000115,ST0004578                                         ,BODY ML DRAPEADO FRENTE,11-0601             ,BLANCO,T-XS,97,2026-05-19,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000116,ST0004578                                         ,BODY ML DRAPEADO FRENTE,19-4004             ,NEGRO,T-L,241,2026-05-28,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000116,ST0004578                                         ,BODY ML DRAPEADO FRENTE,19-4004             ,NEGRO,T-M,314,2026-05-28,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000116,ST0004578                                         ,BODY ML DRAPEADO FRENTE,19-4004             ,NEGRO,T-S,241,2026-05-28,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000116,ST0004578                                         ,BODY ML DRAPEADO FRENTE,19-4004             ,NEGRO,T-XL,158,2026-05-28,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000116,ST0004578                                         ,BODY ML DRAPEADO FRENTE,19-4004             ,NEGRO,T-XS,94,2026-05-28,CORTE
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000118,ST0000307                                         ,BODY PREMIUM MANGA SISA DOBLE FAZ,17-1520             ,ROSA RUBOR,T-L,388,2026-05-08,CORTE                                   
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000118,ST0000307                                         ,BODY PREMIUM MANGA SISA DOBLE FAZ,17-1520             ,ROSA RUBOR,T-M,490,2026-05-08,CORTE                                   
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000118,ST0000307                                         ,BODY PREMIUM MANGA SISA DOBLE FAZ,17-1520             ,ROSA RUBOR,T-S,393,2026-05-08,CORTE                                   
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000118,ST0000307                                         ,BODY PREMIUM MANGA SISA DOBLE FAZ,17-1520             ,ROSA RUBOR,T-XL,291,2026-05-08,CORTE                                   
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000118,ST0000307                                         ,BODY PREMIUM MANGA SISA DOBLE FAZ,17-1520             ,ROSA RUBOR,T-XS,97,2026-05-08,CORTE                                   
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,001 - TEJIDO PUNTO                            ,MOP-00000119,ST0000809                                         ,BLUSA MANGA SISA ABERTURA COSTADOS,15-1225             ,DURAZNO,T-L,288,2026-06-04,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,001 - TEJIDO PUNTO                            ,MOP-00000119,ST0000809                                         ,BLUSA MANGA SISA ABERTURA COSTADOS,15-1225             ,DURAZNO,T-M,388,2026-06-04,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,001 - TEJIDO PUNTO                            ,MOP-00000119,ST0000809                                         ,BLUSA MANGA SISA ABERTURA COSTADOS,15-1225             ,DURAZNO,T-S,317,2026-06-04,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,001 - TEJIDO PUNTO                            ,MOP-00000119,ST0000809                                         ,BLUSA MANGA SISA ABERTURA COSTADOS,15-1225             ,DURAZNO,T-XL,192,2026-06-04,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,001 - TEJIDO PUNTO                            ,MOP-00000119,ST0000809                                         ,BLUSA MANGA SISA ABERTURA COSTADOS,15-1225             ,DURAZNO,T-XS,98,2026-06-04,CORTE
JULIO,027 - 3JUL3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000120,ST0000255                                         ,VAQUERO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-10,697,2026-05-08,CORTE
JULIO,027 - 3JUL3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000120,ST0000255                                         ,VAQUERO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-12,549,2026-05-08,CORTE
JULIO,027 - 3JUL3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000120,ST0000255                                         ,VAQUERO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-14,416,2026-05-08,CORTE
JULIO,027 - 3JUL3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000120,ST0000255                                         ,VAQUERO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-16,283,2026-05-08,CORTE
JULIO,027 - 3JUL3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000120,ST0000255                                         ,VAQUERO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-6,547,2026-05-08,CORTE
JULIO,027 - 3JUL3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000120,ST0000255                                         ,VAQUERO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-8,692,2026-05-08,CORTE
