MES,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,O.P. NÚMERO,REFERENCIA,DESC. ITEM,DETALLE EXT. 1,DESC. NORMAL DETALLE EXT. 1,DESC. DETALLE EXT. 2,CANT. COMPLETA,FECHA CREACIÓN,DESC. OPERACION,DESC. C.TRABAJO
011 - NOVIEMBRE                               ,042 - 4NOV2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000016,35014724                                          ,CHAQUETA DENIM ESENCIAL,IND02               ,MEDIO,T-10     ,102,2026-04-15,CORTE,TRAZO Y CORTE
011 - NOVIEMBRE                               ,042 - 4NOV2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000016,35014724                                          ,CHAQUETA DENIM ESENCIAL,IND02               ,MEDIO,T-12     ,102,2026-04-15,CORTE,TRAZO Y CORTE
011 - NOVIEMBRE                               ,042 - 4NOV2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000016,35014724                                          ,CHAQUETA DENIM ESENCIAL,IND02               ,MEDIO,T-14     ,201,2026-04-15,CORTE,TRAZO Y CORTE
011 - NOVIEMBRE                               ,042 - 4NOV2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000016,35014724                                          ,CHAQUETA DENIM ESENCIAL,IND02               ,MEDIO,T-16     ,302,2026-04-15,CORTE,TRAZO Y CORTE
011 - NOVIEMBRE                               ,042 - 4NOV2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000016,35014724                                          ,CHAQUETA DENIM ESENCIAL,IND02               ,MEDIO,T-18     ,200,2026-04-15,CORTE,TRAZO Y CORTE
011 - NOVIEMBRE                               ,042 - 4NOV2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000016,35014724                                          ,CHAQUETA DENIM ESENCIAL,IND02               ,MEDIO,T-20     ,302,2026-04-15,CORTE,TRAZO Y CORTE
011 - NOVIEMBRE                               ,042 - 4NOV2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000016,35014724                                          ,CHAQUETA DENIM ESENCIAL,IND02               ,MEDIO,T-22     ,102,2026-04-15,CORTE,TRAZO Y CORTE
006 - JUNIO                                   ,023 - 2JUN3                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000017,YY0001075                                         ,CAMISETA PREMIUM  MC  CON  SESGOS CONTRA,11-0602             ,MARFIL,T-14     ,442,2026-04-16,CORTE,TRAZO Y CORTE
006 - JUNIO                                   ,023 - 2JUN3                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000017,YY0001075                                         ,CAMISETA PREMIUM  MC  CON  SESGOS CONTRA,11-0602             ,MARFIL,T-16     ,432,2026-04-16,CORTE,TRAZO Y CORTE
006 - JUNIO                                   ,023 - 2JUN3                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000017,YY0001075                                         ,CAMISETA PREMIUM  MC  CON  SESGOS CONTRA,11-0602             ,MARFIL,T-18     ,432,2026-04-16,CORTE,TRAZO Y CORTE
006 - JUNIO                                   ,023 - 2JUN3                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000017,YY0001075                                         ,CAMISETA PREMIUM  MC  CON  SESGOS CONTRA,11-0602             ,MARFIL,T-20     ,432,2026-04-16,CORTE,TRAZO Y CORTE
006 - JUNIO                                   ,023 - 2JUN3                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000017,YY0001075                                         ,CAMISETA PREMIUM  MC  CON  SESGOS CONTRA,11-0602             ,MARFIL,T-22     ,144,2026-04-16,CORTE,TRAZO Y CORTE
006 - JUNIO                                   ,023 - 2JUN3                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000017,YY0001075                                         ,CAMISETA PREMIUM  MC  CON  SESGOS CONTRA,17-1422             ,CAFE MEDIO,T-14     ,500,2026-04-16,CORTE,TRAZO Y CORTE
006 - JUNIO                                   ,023 - 2JUN3                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000017,YY0001075                                         ,CAMISETA PREMIUM  MC  CON  SESGOS CONTRA,17-1422             ,CAFE MEDIO,T-16     ,498,2026-04-16,CORTE,TRAZO Y CORTE
006 - JUNIO                                   ,023 - 2JUN3                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000017,YY0001075                                         ,CAMISETA PREMIUM  MC  CON  SESGOS CONTRA,17-1422             ,CAFE MEDIO,T-18     ,498,2026-04-16,CORTE,TRAZO Y CORTE
006 - JUNIO                                   ,023 - 2JUN3                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000017,YY0001075                                         ,CAMISETA PREMIUM  MC  CON  SESGOS CONTRA,17-1422             ,CAFE MEDIO,T-20     ,498,2026-04-16,CORTE,TRAZO Y CORTE
006 - JUNIO                                   ,023 - 2JUN3                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000017,YY0001075                                         ,CAMISETA PREMIUM  MC  CON  SESGOS CONTRA,17-1422             ,CAFE MEDIO,T-22     ,166,2026-04-16,CORTE,TRAZO Y CORTE
