MES,MES ADELANTO,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,TIPO DE MATERIAL,REFERENCIA,DESC. ITEM,TIPO DE ABASTECIMIENTO
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X12067903,BLUSA MS CON BOLSILLO Y TAPAS,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12070803,BLUSA MS CON PINZAS Y PERILLA OCULTA CR,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12073903,BLUSA MS CON RECOGIDO EN FRENTE AJUSTAD,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12074803,BLUSA MS CON AMARRE EN FRENTE Y ESCOTE,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X12074904,BLUSA MC ROMANTICA A RAYAS,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12077803,BLUSA MS ENTRECRUZADA FULLPRINT,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12079903,BLUSA MS CON BOTONES FORRADOS,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12081803,BLUSA MS CON CIERRE EN FRENTE,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12081909,BLUSA TIRAS CROP CON CORTES Y NIDO DE A,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12086903,BLUSA MS CON ABROCHADURA  EN FRENTE,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12088903,BLUSA MS CON CADENA METALICA EN ESPALDA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12089903,BLUSA MS CON CHARRETERAS EN CINTURA Y B,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12089909,BLUSA TIRAS EN SATIN CON ENCAJE,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12090903,BLUSA MS CON PERILLA OCULTA,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12090909,BLUSA TIRAS FULL PRINT CROP,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12093809,BLUSA TIRAS CON DRAPEADO EN TELA BRILLA,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12094809,BLUSA TIRAS FONDO ENTERO CON ENCAJE,
012 - DICIEMBRE                               , ,047 - 4DIC3                                   ,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,MS0005069,PANTALON TIRO ALTO PALAZZO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
012 - DICIEMBRE                               , ,047 - 4DIC3                                   ,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,MS0005071,VESTIDO TIRAS CORTO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12095809,BLUSA TIRAS FULL PRINT CON ENCAJE,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12096909,BLUSA TIRAS CON TACHES,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12104909,BLUSA TIRAS FULL PRINT,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12105809,BLUSA TIRAS CON ESCOTE EN V Y CORTES TI,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12106809,BLUSA TIRAS TIPO CROP,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12107909,BLUSA TIRAS CON BOTONES EN ESPALDA,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12108909,BLUSA TIRAS CON CORTES EN FRENTE Y ESCO,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12110909,BLUSA TIRAS ESCOTE EN V TELA BRILLANTE,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12111809,BLUSA TIRAS ESCOTE DRAPEADO EN TELA BRI,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12112909,BLUSA TIRAS ESCOTE DRAPEADO,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12119806,BLUSA M3/4  ARENA CON CHARRETERAS Y BRO,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12122906,BLUSA M3/4 CON CORTES EN FRENTE Y MANGA,
011 - NOVIEMBRE                               , ,044 - 4NOV4                                   ,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,MS0005104,BODY MANGA CORTA CRUZADO EN FRENTE,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
011 - NOVIEMBRE                               , ,044 - 4NOV4                                   ,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,MS0005105,BODY STRAPPLES AMARRE EN CUELLO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
011 - NOVIEMBRE                               , ,044 - 4NOV4                                   ,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,MS0005106,VESTIDO MANGA 3/4 CORTO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
011 - NOVIEMBRE                               , ,042 - 4NOV2                                   ,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,MS0004700,CAMISETA MANGA CORTA CON PIEDRAS,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12126906,BLUSA M3/4 FULLPRINT CON CHARRETERA,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12128806,BLUSA M3/4 CON CHARRETERA Y BOLSILLOS C,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12130906,BLUSA M3/4 CON CHARRETERAS Y BOTONES,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12131806,BLUSA M3/4 CON BOLSIILO ESTAMPADO Y PER,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12132906,BLUSA M3/4 CON ESCALERILLA Y BOLEROS,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12134906,BLUSA M3/4 CON AMARRE Y BOTONES,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12135906,BLUSA M3/4 CON BOLSILLOS Y PERILLA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12136906,BLUSA M3/4 CON CUELLO Y ESCOTE EN V,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12139906,BLUSA M3/4 CON BORDADO EN FRENTE,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12140806,BLUSA M3/4 CON CHARRETERA Y BOTONES,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12141906,BLUSA M3/4 CON CUELLO Y BOTONES,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12142906,BLUSA M3/4 ESCOTE EN V FRENTE CRUZADO,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,MS0005144,C,
011 - NOVIEMBRE                               , ,043 - 4NOV3                                   ,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,MS0005145,BLUSA MANGA CORTA CON ENCAJE,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
011 - NOVIEMBRE                               , ,043 - 4NOV3                                   ,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,MS0005146,BLUSA MANGA SISA CRUZADA,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12143906,BLUSA M3/4 CON CHARRETERA ESCOTE EN V,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12144906,BLUSA M3/4 ESCOTE EN V TELA CON EFECTO,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12145906,BLUSA M3/4 CON AMARRE LATERAL,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12146806,BLUSA M3/4 EN TELA CON EFECTO,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12147906,BLUSA M3/4 CON BOLEROS Y BOTONES,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12148906,BLUSA MANGA 3/4 LAVADO CLARO,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12149906,BLUSA M3/4 CON CORDÓN DECORATIVO,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12150905,BLUSA ML UN SOLO HOMBRO,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12150906,BLUSA M3/4 ESTAMPADA CON ELASTICO EN MA,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12155905,BLUSA ML A RAYAS CON BOLSILLOS,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12157905,BLUSA ML CON BORDADO EN FRENTE EN EL RU,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12183905,BLUSA ML A RAYAS CON CUELLO Y PUÑOS EN,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12187805,BLUSA ML CON BOTONES FORRADOS  EFECTO L,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12188905,BLUSA ML ESTAMPADA CON CUELLO Y PERILLA,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12189905,BLUSA ML CON CUELLO Y PERILLA EFECTO TE,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12190905,BLUSA ML A RAYAS CON BOTONES,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12191805,BLUSA ML CON PINZAS EN CINTURA,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12194905,BLUSA ML CON FRENTE CRUZADO Y RECOGIDO,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12196905,BLUSA ML CON ESTAMPADO EN FRENTE,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12197905,BLUSA ML CON BROCHE EN ESCOTE,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12198805,BLUSA ML AJUSTADA CON CUELLO Y CREMALLE,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12199905,BLUSA ML CON CUELLO Y DETALLE EN PUÑO,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12200805,BLUSA ML A RAYAS CON BOLSILLO CROP,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12201805,BLUSA ML CON BOTONES EN FRENTE,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12202905,BLUSA ML CON OJALETES Y AMARRE,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12204805,BLUSA M/L LAV MEDIO,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12205905,BLUSA ML A RAYAS CON BOTONES Y CUELLO,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12207905,BLUSA ML A RAYAS CON BOTONES Y CUELLO,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12209805,BLUSA ML CON HEBILLA Y TIRAS CROP,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12210805,BLUSA ML CON BOLSILLOS Y BOTONES EN FRE,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12211905,BLUSA ML FULLPRINT,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12212805,BLUSA ML CON CREMALLERA Y CORTES EN FRE,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12214805,BLUSA ML ESCOTE REDONDO Y CUELLO,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12215905,BLUSA ML CON AMARRE Y TELA CON BORDADO,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12216905,BLUSA ML ESTAMPADA CON CUELLO,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12217905,BLUSA ML A RAYAS CON PERILLA Y BOTONES,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12218905,BLUSA ML CON AMARRE EN PUÑOS,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12219905,BLUSA ML A RAYAS CON PERILLA Y BOTONES,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12220805,BLUSA ML EN OJALILLO,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12221905,BLUSA ML LAVADO MEDIO CON BOTONES MANGA,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12222905,BLUSA ML CON TELA BORDADA,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12223805,BLUSA ML CON CUELLO EN TELA CON EFECTO,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,X12227805,BLUSA ML TIPO TEJIDO,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12252804,BLUSA MC CON ABERTURA EN ESCOTE LARGO C,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12293904,BLUSA MC CON BOLSILLOS EN FRENTE OVERSI,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12311904,BLUSA MC EN SATIN CON CUELLO RECTILINEO,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12315804,BLUSA MC CON CUELLO SPORT ESTAMPADA CRO,
003 - MARZO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12316804,BLUSA MC CON ESTAMPADO Y BOTONES FORRAD,
003 - MARZO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12317904,BLUSA MC CON JARETA EN RUEDO EN TELA CO,
003 - MARZO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12321804,BLUSA MC FULL PRINT,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12322804,BLUSA MC CON TELA BORDADA,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12324904,BLUSA MC A RAYAS CON ANUDADO,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12326804,BLUSA MC CON CUELLO PERILLA Y BOTONES C,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12327904,BLUSA MC CON TIRAS EN FRENTE,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12330904,BLUSA MC CON ELASTICOS,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12331804,BLUSA MC CON BOLSILLOS TIPO CROP,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12332804,BLUSA MC CON ENTORCHADO EN FRENTE TIPO,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12334804,BLUSA MC CON BOTONES FORRADOS,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12335904,BLUSA MC CON BOLERO EN MANGA ESTAMPADA,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12336804,BLUSA MC CUELLO SPORT CON TAPAS DE BOLS,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,X12337804,BLUSA MC LAV OSCURO AJUSTADA,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12451804,BLUSA MC A RAYAS CON BOLSILLO EN FRENTE,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12452904,BLUSA MC CON BOTONES EN TELA CON EFECTO,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12453804,BLUSA MC CON PINZAS Y PERILLA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12454804,BLUSA MC CUELLO SPORT EN TELA BRILLANTE,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12456904,BLUSA MC ESCOTE CORAZON CON CORTES EN F,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12457904,BLUSA M/C LAV CLARO CON APLIQUE EN CUEL,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12459804,BLUSA MC CON BOLSILLOS Y BOTONES EN FRE,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12460904,BLUSA MC A RAYAS CON ESCOTE V,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12461904,BLUSA MC TELA EFECTO BORDADO CON BOTONE,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12462904,BLUSA MC CON CUELLO Y BOTON EN FRENTE,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X12463904,BLUSA MC CON CORTES Y RECOGIDOS,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,PLANTILLA SPERIOR,PLANTILLA SPERIOR,
004 - ABRIL                                   , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13002819,BODY TIRAS CON ESCOTE TRIANGULAR PUNTA,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13002928,CELUJEAN T/MEDIO ROMANTICA SIN BOLSILLO,
001 - ENERO                                   , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,002 - TEJIDO PLANO                            ,X13003918,BLUSA TIRAS  FONDO ENTERO OPORTUNIDADES,
005 - MAYO                                    , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,002 - TEJIDO PLANO                            ,X13004975,BLUSA MS CON ESCOTE EN V PUNTA DE PRECI,
002 - FEBRERO                                 , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,002 - TEJIDO PLANO                            ,X13005918,BLUSA TIRAS CON PEPAS ESCOTE EN V PUNTA,
006 - JUNIO                                   , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,002 - TEJIDO PLANO                            ,X13005975,BLUSA MS EN TELA CON EFECTO PUNTA DE PR,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,002 - TEJIDO PLANO                            ,X13006875,BLUSA MS TIPO CORSET PUNTA DE PRECIO,
002 - FEBRERO                                 , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,002 - TEJIDO PLANO                            ,X13007971,BLUSA MC FONDO ENTERO PUNTA DE PRECIO,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,002 - TEJIDO PLANO                            ,X13016822,LEVANTACOLA T/ALTO CON BOLSILLOS OPORTU,
006 - JUNIO                                   , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,002 - TEJIDO PLANO                            ,X13021833,SHORT TIRO ALTO CON DESGASTES PUNTA DE,
003 - MARZO                                   , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,002 - TEJIDO PLANO                            ,X13049855,CAMISETA MS EN RIB CON SESGO EN CONTRAS,
001 - ENERO                                   , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13108853,CAMISETA MC A RAYAS TIPO CROP PUNTA DE,
010 - OCTUBRE                                 , ,040 - 4OCT4                                   ,001 - STOP                                    ,009 - CONSCIENTE,005 - DENIM                                   ,MS0004821,FALDA CORTA CON COTILLA DELANTERA,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
005 - MAYO                                    , ,016 - 2ABR4                                   ,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,B1173914,CAMISETA MC ESTAMPADA Y PUNTADA DECORATI,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,B12160905,BLUSA ML CON LETIN EN PERILLA,
008 - AGOSTO                                  , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13109853,CAMISETA MC CON ESTAMPADO EN FRENTE PUN,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13111853,CAMISETA MC EN RIB ESTAMPADA PUNTA DE P,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13114853,CAMISETA MC CON ESTAMPADO PUNTA DE PREC,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13117953,CAMISETA MC EN RIB FRENTE CRUZADO PUNTA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13119853,CAMISETA MC CON ESTAMPADO PUNTA DE PREC,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13120853,CAMISETA MC EN RIB PUNTA DE PRECIO,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13121953,CAMISETA MC CON APLIQUES PUNTA DE PRECI,
001 - ENERO                                   , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13122953,CAMISETA MC CON ESTAMPADO PUNTA DE PREC,
001 - ENERO                                   , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13124853,CAMISETA MC ESTAMPADA PUNTA DE PRECIO,
003 - MARZO                                   , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X13125853,CAMISETA MC CON ESTAMPADO OPORTUNIDADES,
003 - MARZO                                   , ,,001 - STOP                                    ,003 - OPORTUNIDADES                           ,001 - TEJIDO PUNTO                            ,X14003917,BLAZER ML OVERSIZE CON BOLSILLO RIBETE,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X14008917,BLAZER ML CON CANAL EN CINTURA Y TANCA,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,X14128904,BUSO ML ESTAMPADO IMITANDO DOBLE PRENDA,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,X14157804,BUSO CUELLO EN V,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,X14158804,BUSO ML CON ESTAMPADO EN FRENTE,
