MES,MES ADELANTO,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,REFERENCIA,DESC. ITEM,TIPO DE ABASTECIMIENTO,PRIORIDAD
JULIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31088113,CAMISETA MS TEEN CON NUDO EN COSTADO,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31089112,CAMISETA TIRAS TEEN EN RAYAS CON ESTAMP,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31093112,CAMISETA TIRAS TEEN CON BOTONES EN FREN,,Normal
ENERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31094712,CAMISETA TIRAS TEEN PLUS CON BLOQUES DE,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31095112,CAMISETA TIRAS TEEN CON BORDADO EN FREN,,Normal
FEBRERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31096112,CAMISETA TIRAS TEEN CON COSTURA EN CONT,,Normal
MAYO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31096114,CAMISETA MC TEEN ESTAMPADA CON BOLSILLO,,Normal
FEBRERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31097212,CAMISETA TIRAS TP CON RECTILINEO EN ESC,,Normal
MARZO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31098112,CAMISETA TIRAS TEEN CON TERMINACION EN,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31098115,CAMISETA ML TEEN CON CUELLO EN CONTRAST,,Normal
MARZO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31099212,CAMISETA TIRAS TP NUDO EN FRENTE,,Normal
JULIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31101212,CAMISETA TIRAS TP CON AMARRE EN ESPALDA,,Normal
MAYO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31102715,CAMISETA ML TEEN PLUS DOBLE PRENDA EN M,,Normal
JUNIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31103212,CAMISETA TIRAS TP CON AMARRE EN CINTURA,,Normal
JUNIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31103715,CAMISETA M/LARGA TEEN PLUS DOBLE PRENDA,,Normal
JULIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31104212,CAMISETA TIRAS TP AMARRE EN ESPALDA,,Normal
JULIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31105112,CAMISETA TIRAS TEEN CON TIRAS PARA AMAR,,Normal
JULIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31106712,CAMISETA TIRAS TP CROP,,Normal
AGOSTO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31107212,CAMISETA PREMIUM TIRAS TP AJUSTADA,,Normal
OCTUBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31107715,CAMISETA ML TEEN PLUS DOBLE PRENDA EN M,,Normal
JULIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31108712,CAMISETA TIRAS TP CROP,,Normal
AGOSTO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31109212,CAMISETA PREMIUM TIRAS TP AJUSTADA,,Normal
OCTUBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31110212,CAMISETA TIRAS TP CON RUEDO ASIMETRICO,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31110215,CAMISETA ML TP CON ESCOTE EN V,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31111712,CAMISETA TIRAS TP CRUZADAS CON TACHES,,Normal
ABRIL, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31111715,CAMISETA ML TP  EN MALLA DOBLE PRENDA,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31112712,CAMISETA TIRAS TP  FRENTE CON TERMINACI,,Normal
ENERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31112715,CAMISETA ML TP CON ABERTURA EN FRENTE E,,Normal
ABRIL, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31113212,CAMISETA TIRAS TP TIPO PAÑOLETA,,Normal
AGOSTO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31113715,CAMISETA ML TP EN MALLA,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31114712,CAMISETA TIRAS TP CRUZADAS CON TACHES,,Normal
AGOSTO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31114715,CAMISETA ML TP DOBLE PRENDA CON FRENTE,,Normal
ABRIL, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31115212,CAMISETA TIRAS TP CUELLO HALTER,,Normal
AGOSTO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31115215,CAMISETA ML TP TIPO POLO,,Normal
AGOSTO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31116215,CAMISETA ML TP CON ESCOTE EN V,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31117715,CAMISETA ML TP CON TOP INTERNO FULL PRI,,Normal
OCTUBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31118715,CAMISETA ML TP  DOBLE PRENDA,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31119215,CAMISETA ML TP CUELLO ALTO,,Normal
OCTUBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31120215,CAMISETA ML EN RIB CON PERILLA,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31121215,CAMISETA PREMIUM ML TP CON SESGOS EN FR,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31122215,CAMISETA ML TP ESCOTE EN V Y BOTONES DE,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31123215,CAMISETA ML TP CON TOP INTERNO,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31124715,CAMISETA PREMIUM ML TP CUELLO RECTILINE,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31125215,CAMISETA ML TP ESCOTE BANDEJA CON TOP I,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31126715,CAMISETA ML TP EN MALLA DOBLE PRENDA CO,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31127215,CAMISETA ML TP CON ABERTURA EN ESPALDA,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31128715,CAMISETA ML TP DOBLE PRENDA CON  ESTAMP,,Normal
ENERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31129215,CAMISETA ML TP RUEDO ASIMETRICO,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31130715,CAMISETA ML TP CON AMARRE EN ESPALDA,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31131715,CAMISETA ML TP CON APLIQUE EN CINTURA,,Normal
FEBRERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31132215,CAMISETA ML TP CON ABERTURA EN HOMBROS,,Normal
MARZO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31133715,CAMISETA PREMIUM ML TP CON ESCOTE CRUZA,,Normal
ABRIL, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31134215,CAMISETA ML TP CUELLO BANDEJA,,Normal
FEBRERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31161213,CAMISETA MS TP EN TELA CON BRILLO ACCES,,Normal
FEBRERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31163213,CAMISETA MS TP CON FRENTE ESTAMPADO CRO,,Normal
OCTUBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31178213,CAMISETA MS TEEN PLUS IMITACION DOBLE P,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31187213,CAMISETA MS TEEN PLUS CROP,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31188213,CAMISETA MS TEEN PLUS CON CURVA,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31189213,CAMISETA MS TEEN PLUS CON COLLAR,,Normal
FEBRERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31196713,CAMISETA MS CON CAPUCHA Y CIERRE TIPO C,,Normal
JUNIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31203713,CAMISETA PREMIUM MS TEEN PLUS CROP,,Normal
MAYO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31204113,CAMISETA MS TEEN CON TEXTURA,,Normal
JUNIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31205713,CAMISETA MS TEEN PLUS FONDO ENTERO CROP,,Normal
ABRIL, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31207213,CAMISETA MS TEEN PLUS CROP,,Normal
JUNIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31208213,CAMISETA MS TEEN PLUS CON ABERTURA V EN,,Normal
MAYO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31209213,CAMISETA MS TP DOBLE FAZ CON LACE UP EN,,Normal
JULIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31212713,CAMISETA MS TEEN PLUS DOBLE PRENDA CON,,Normal
JULIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31213213,CAMISETA MS TEEN PLUS CON ABERTURA EN F,,Normal
AGOSTO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31215713,CAMISETA MS TP CON RECTILINEOS EN SISA,,Normal
JULIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31217113,CAMISETA MS TEEN CON SESGOS AL CONTRAST,,Normal
JULIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31218113,CAMISETA MS TEEN CON ABERTURA EN FRENTE,,Normal
AGOSTO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31219213,CAMISETA MS TEEN PLUS CON TIRAS PARA AM,,Normal
JUNIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31223114,CAMISETA MC TEEN LARGO ESPECIAL ESTAMPA,,Normal
SEPTIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31223213,CAMISETA MS TEEN PLUS CON SESGO AEREROS,,Normal
OCTUBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31224713,CAMISETA MS TP COSTURA EN CONTRASTE,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31225213,CAMISETA MS TEEN PLUS CON MANUALIDAD EN,,Normal
SEPTIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31226213,CAMISETA MS TEEN PLUS IMITACION DOBLE E,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31228113,CAMISETA MS TEEN CON GUIPURE EN ESCOTE,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31229113,CAMISETA MS TEEN CON TIRAS PARA AMARRE,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31230113,CAMISETA MS TEEN CON RUEDO EN PUNTA,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31233213,CAMISETA MS TP DOBLE PRENDA EN MALLA,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31235113,CAMISETA MS TEEN CON TACHES EN ESCOTE Y,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31236713,CAMISETA MS TP CON SESGOS PARA ANUDAR E,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31237113,CAMISETA MS TEEN CON DEGRADADO POR LAVA,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31238213,CAMISETA MS TP EN TELA EFECTO MALLA CRO,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31240213,CAMISETA MS TP CON CUELLO TEJIDO Y CIER,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31241713,CAMISETA MS TP CON ABERTURA EN COSTADOS,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31242113,CAMISETA MS TEEN CON NUDOS EN HOMBRO Y,,Normal
NOVIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31243113,CAMISETA MS TEEN BRILLANTE CON FRENTE E,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31244713,CAMISETA MS TP DE RAYAS CROP,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31245713,CAMISETA MS TP DOBLE PRENDA CON FRENTE,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31246213,CAMISETA MS TP CON FRENTE ESTAMPADO,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31247213,CAMISETA MS TEEN PLUS CON FRENTE ESTAMP,,Normal
ENERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31248213,CAMISETA MS TP CON ABERTURA EN ESPALDA,,Normal
DICIEMBRE, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31249213,CAMISETA MS TP DOBLE PRENDA,,Normal
ENERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31250213,CAMISETA MS TP CON ESTAMPADO EN FRENTE,,Normal
ENERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31251213,CAMISETA MS TP FONDO ENTERO,,Normal
FEBRERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31252213,CAMISETA PREMIUM MS TP CON ESCOTE PROFU,,Normal
FEBRERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31253713,CAMISETA MS TP CON ABERTURA ESPALDA PAR,,Normal
FEBRERO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31254113,CAMISETA MS TEEN FULL PRINT CON BORDADO,,Normal
ABRIL, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31255713,CAMISETA PREMIUM MS TP CON SESGO AEREOS,,Normal
MARZO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31256113,CAMISETA MS TEEN EN RIB DE RAYAS CON BO,,Normal
ABRIL, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31257713,CAMISETA MS TP CON LACE UP EN FRENTE,,Normal
MAYO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31258713,CAMISETA PREMIUM MS TP CON RECOGIDO EN,,Normal
MAYO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31259213,CAMISETA PREMIUM MS TP CON ABERTURA EN,,Normal
MAYO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31260113,CAMISETA MS TEEN CON RUEDO EN PUNTA,,Normal
JUNIO, ,009 - 1MAR1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31261713,CAMISETA PREMIUM MS TP DOBLE PRENDA,,Normal
MAYO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31262213,CAMISETA PREMIUM MS TP CON CUELLO Y CIE,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JUNIO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31263213,CAMISETA MS TP LARGO CROP,,Normal
JULIO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31264213,CAMISETA MS TP CON ABERTURA EN COSTADOS,,Normal
JULIO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31265213,CAMISETA MS TP CON HOMBRO PEQUEÑO Y EST,,Normal
JULIO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31267213,CAMISETA MS TP CON SESGOS PARA ANUDAR E,,Normal
AGOSTO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31268713,CAMISETA MS TP CON ABERTURA ESPALDA PAR,,Normal
AGOSTO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31269713,CAMISETA MS TP CON LACE UP EN FRENTE,,Normal
JULIO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31270713,CAMISETA MS TP CON FRENTE ESTAMPADO,,Normal
JULIO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31271713,CAMISETA MS TP CON ESTAMAPADO EN FRENTE,,Normal
AGOSTO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31301213,CAMISETA MS TP FRENTE CRUZADO,,Normal
AGOSTO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31302213,CAMISETA MS TP CON ESTAMPADO EN FRENTE,,Normal
SEPTIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31303213,CAMISETA MS TP DOBLE PRENDA,,Normal
SEPTIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31305113,CAMISETA PREMIUM MS TEEN CON ESTAMPADO,,Normal
SEPTIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31306713,CAMISETA MS TP CON MALLA EN ESPALDA,,Normal
SEPTIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31307213,CAMISETA MS TP CON CIERRE EN FRENTE,,Normal
OCTUBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31308713,CAMISETA PREMIUM MS TP CON ABERTURA EN,,Normal
OCTUBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31310713,CAMISETA MS TP CON PROCESO EN FRENTE,,Normal
OCTUBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31311213,CAMISETA MS TP CON RECOGIDO EN COSTADOS,,Normal
OCTUBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31312213,CAMISETA MS TP CON CUELLO Y PERILLA EN,,Normal
OCTUBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31313213,CAMISETA MS TP CON CUELLO TIPO POLO,,Normal
OCTUBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31314213,CAMISETA MS TP ESCOTE EN V ESTAMPADA A,,Normal
NOVIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31315713,CAMISETA MS TP CON ABERTURA EN FRENTE A,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31316713,CAMISETA PREMIUM MS TP CON RUEDO IRREGU,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31317713,CAMISETA MS TP CON HOMBRO DESCUBIERTO Y,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31318713,CAMISETA MS TP CON CIERRE Y PIEZAS EN C,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31319713,CAMISETA MS TP DOBLE PRENDA CON BRILLO,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31320713,CAMISETA MS TP EN CONTRASTE CON PUNTA E,,Normal
